e,E,s,k
kline,1703897049267,BNBUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BNBUSDT', 'i': '1m', 'f': 1124030194, 'L': 1124030244, 'o': '313.900', 'c': '313.780', 'h': '313.900', 'l': '313.780', 'v': '29.94', 'n': 51, 'x': False, 'q': '9396.32420', 'V': '7.00', 'Q': '2196.66970', 'B': '0'}"
kline,1703897049375,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098528, 'o': '42172.80', 'c': '42156.70', 'h': '42172.90', 'l': '42156.60', 'v': '11.873', 'n': 250, 'x': False, 'q': '500622.10010', 'V': '3.308', 'Q': '139477.20280', 'B': '0'}"
kline,1703897049737,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190031, 'o': '2304.27', 'c': '2303.03', 'h': '2304.28', 'l': '2303.03', 'v': '1120.008', 'n': 474, 'x': False, 'q': '2580418.09511', 'V': '7.668', 'Q': '17667.57143', 'B': '0'}"
kline,1703897049806,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098530, 'o': '42172.80', 'c': '42156.60', 'h': '42172.90', 'l': '42156.60', 'v': '12.016', 'n': 252, 'x': False, 'q': '506650.50690', 'V': '3.438', 'Q': '144957.57380', 'B': '0'}"
kline,1703897050105,BNBUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BNBUSDT', 'i': '1m', 'f': 1124030194, 'L': 1124030245, 'o': '313.900', 'c': '313.780', 'h': '313.900', 'l': '313.780', 'v': '31.64', 'n': 52, 'x': False, 'q': '9929.75020', 'V': '7.00', 'Q': '2196.66970', 'B': '0'}"
kline,1703897050253,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098531, 'o': '42172.80', 'c': '42156.70', 'h': '42172.90', 'l': '42156.60', 'v': '12.116', 'n': 253, 'x': False, 'q': '510866.17690', 'V': '3.538', 'Q': '149173.24380', 'B': '0'}"
kline,1703897050354,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190032, 'o': '2304.27', 'c': '2303.03', 'h': '2304.28', 'l': '2303.03', 'v': '1120.043', 'n': 475, 'x': False, 'q': '2580498.70116', 'V': '7.668', 'Q': '17667.57143', 'B': '0'}"
kline,1703897050789,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190033, 'o': '2304.27', 'c': '2303.03', 'h': '2304.28', 'l': '2303.03', 'v': '1120.130', 'n': 476, 'x': False, 'q': '2580699.06477', 'V': '7.668', 'Q': '17667.57143', 'B': '0'}"
kline,1703897050798,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098532, 'o': '42172.80', 'c': '42156.70', 'h': '42172.90', 'l': '42156.60', 'v': '12.130', 'n': 254, 'x': False, 'q': '511456.37070', 'V': '3.552', 'Q': '149763.43760', 'B': '0'}"
kline,1703897051260,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098534, 'o': '42172.80', 'c': '42156.70', 'h': '42172.90', 'l': '42156.60', 'v': '12.230', 'n': 256, 'x': False, 'q': '515672.03100', 'V': '3.555', 'Q': '149889.90770', 'B': '0'}"
kline,1703897051537,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098537, 'o': '42172.80', 'c': '42156.60', 'h': '42172.90', 'l': '42156.60', 'v': '12.382', 'n': 259, 'x': False, 'q': '522079.83420', 'V': '3.555', 'Q': '149889.90770', 'B': '0'}"
kline,1703897051717,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190034, 'o': '2304.27', 'c': '2303.03', 'h': '2304.28', 'l': '2303.03', 'v': '1120.160', 'n': 477, 'x': False, 'q': '2580768.15567', 'V': '7.668', 'Q': '17667.57143', 'B': '0'}"
kline,1703897051747,BNBUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BNBUSDT', 'i': '1m', 'f': 1124030194, 'L': 1124030251, 'o': '313.900', 'c': '313.780', 'h': '313.900', 'l': '313.780', 'v': '42.61', 'n': 58, 'x': False, 'q': '13371.92020', 'V': '7.34', 'Q': '2303.35830', 'B': '0'}"
kline,1703897051855,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098538, 'o': '42172.80', 'c': '42156.60', 'h': '42172.90', 'l': '42156.60', 'v': '12.449', 'n': 260, 'x': False, 'q': '524904.32640', 'V': '3.555', 'Q': '149889.90770', 'B': '0'}"
kline,1703897051987,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190035, 'o': '2304.27', 'c': '2303.04', 'h': '2304.28', 'l': '2303.03', 'v': '1120.576', 'n': 478, 'x': False, 'q': '2581726.22031', 'V': '8.084', 'Q': '18625.63607', 'B': '0'}"
kline,1703897052370,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190048, 'o': '2304.27', 'c': '2303.04', 'h': '2304.28', 'l': '2303.03', 'v': '1128.828', 'n': 491, 'x': False, 'q': '2600730.90603', 'V': '16.300', 'Q': '37547.41271', 'B': '0'}"
kline,1703897052389,BNBUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BNBUSDT', 'i': '1m', 'f': 1124030194, 'L': 1124030262, 'o': '313.900', 'c': '313.790', 'h': '313.900', 'l': '313.780', 'v': '52.55', 'n': 69, 'x': False, 'q': '16490.89570', 'V': '7.57', 'Q': '2375.53000', 'B': '0'}"
kline,1703897052424,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098542, 'o': '42172.80', 'c': '42156.60', 'h': '42172.90', 'l': '42156.60', 'v': '12.710', 'n': 264, 'x': False, 'q': '535907.19900', 'V': '3.555', 'Q': '149889.90770', 'B': '0'}"
kline,1703897052741,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098555, 'o': '42172.80', 'c': '42156.60', 'h': '42172.90', 'l': '42156.60', 'v': '13.908', 'n': 277, 'x': False, 'q': '586410.80580', 'V': '3.555', 'Q': '149889.90770', 'B': '0'}"
kline,1703897052776,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190049, 'o': '2304.27', 'c': '2303.03', 'h': '2304.28', 'l': '2303.03', 'v': '1129.028', 'n': 492, 'x': False, 'q': '2601191.51203', 'V': '16.300', 'Q': '37547.41271', 'B': '0'}"
kline,1703897053031,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190056, 'o': '2304.27', 'c': '2303.04', 'h': '2304.28', 'l': '2303.03', 'v': '1133.888', 'n': 499, 'x': False, 'q': '2612384.24607', 'V': '17.124', 'Q': '39445.11767', 'B': '0'}"
kline,1703897053044,BNBUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BNBUSDT', 'i': '1m', 'f': 1124030194, 'L': 1124030263, 'o': '313.900', 'c': '313.780', 'h': '313.900', 'l': '313.780', 'v': '52.64', 'n': 70, 'x': False, 'q': '16519.13590', 'V': '7.57', 'Q': '2375.53000', 'B': '0'}"
kline,1703897053094,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098562, 'o': '42172.80', 'c': '42156.60', 'h': '42172.90', 'l': '42156.60', 'v': '14.057', 'n': 284, 'x': False, 'q': '592692.13920', 'V': '3.555', 'Q': '149889.90770', 'B': '0'}"
kline,1703897053456,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190060, 'o': '2304.27', 'c': '2303.04', 'h': '2304.28', 'l': '2303.03', 'v': '1134.037', 'n': 503, 'x': False, 'q': '2612727.39794', 'V': '17.164', 'Q': '39537.23927', 'B': '0'}"
kline,1703897053541,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098565, 'o': '42172.80', 'c': '42156.70', 'h': '42172.90', 'l': '42156.60', 'v': '14.138', 'n': 287, 'x': False, 'q': '596106.82610', 'V': '3.578', 'Q': '150859.51180', 'B': '0'}"
kline,1703897053814,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190063, 'o': '2304.27', 'c': '2303.03', 'h': '2304.28', 'l': '2303.03', 'v': '1135.155', 'n': 506, 'x': False, 'q': '2615302.18548', 'V': '17.164', 'Q': '39537.23927', 'B': '0'}"
kline,1703897054235,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190072, 'o': '2304.27', 'c': '2303.00', 'h': '2304.28', 'l': '2303.00', 'v': '1142.955', 'n': 515, 'x': False, 'q': '2633265.75456', 'V': '20.164', 'Q': '46446.26927', 'B': '0'}"
kline,1703897054506,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098566, 'o': '42172.80', 'c': '42156.60', 'h': '42172.90', 'l': '42156.60', 'v': '14.227', 'n': 288, 'x': False, 'q': '599858.76350', 'V': '3.578', 'Q': '150859.51180', 'B': '0'}"
kline,1703897054510,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190077, 'o': '2304.27', 'c': '2303.00', 'h': '2304.28', 'l': '2303.00', 'v': '1152.955', 'n': 520, 'x': False, 'q': '2656295.75456', 'V': '20.164', 'Q': '46446.26927', 'B': '0'}"
kline,1703897054511,BNBUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BNBUSDT', 'i': '1m', 'f': 1124030194, 'L': 1124030264, 'o': '313.900', 'c': '313.780', 'h': '313.900', 'l': '313.780', 'v': '59.89', 'n': 71, 'x': False, 'q': '18794.04090', 'V': '7.57', 'Q': '2375.53000', 'B': '0'}"
kline,1703897054794,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098642, 'o': '42172.80', 'c': '42150.60', 'h': '42172.90', 'l': '42150.60', 'v': '17.897', 'n': 364, 'x': False, 'q': '754559.52590', 'V': '3.598', 'Q': '151702.53580', 'B': '0'}"
kline,1703897055113,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098652, 'o': '42172.80', 'c': '42150.10', 'h': '42172.90', 'l': '42150.10', 'v': '18.219', 'n': 374, 'x': False, 'q': '768131.87010', 'V': '3.648', 'Q': '153810.04700', 'B': '0'}"
kline,1703897055180,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190117, 'o': '2304.27', 'c': '2302.73', 'h': '2304.28', 'l': '2302.72', 'v': '1183.604', 'n': 560, 'x': False, 'q': '2726877.55994', 'V': '20.264', 'Q': '46676.54227', 'B': '0'}"
kline,1703897055511,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098726, 'o': '42172.80', 'c': '42145.90', 'h': '42172.90', 'l': '42145.80', 'v': '23.476', 'n': 448, 'x': False, 'q': '989707.03660', 'V': '3.963', 'Q': '167086.00550', 'B': '0'}"
kline,1703897055562,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190119, 'o': '2304.27', 'c': '2302.72', 'h': '2304.28', 'l': '2302.72', 'v': '1184.194', 'n': 562, 'x': False, 'q': '2728236.16978', 'V': '20.768', 'Q': '47837.11819', 'B': '0'}"
kline,1703897055778,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098728, 'o': '42172.80', 'c': '42145.80', 'h': '42172.90', 'l': '42145.80', 'v': '23.483', 'n': 450, 'x': False, 'q': '990002.05760', 'V': '3.967', 'Q': '167254.58910', 'B': '0'}"
kline,1703897055871,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190122, 'o': '2304.27', 'c': '2302.72', 'h': '2304.28', 'l': '2302.72', 'v': '1184.324', 'n': 565, 'x': False, 'q': '2728535.52338', 'V': '20.768', 'Q': '47837.11819', 'B': '0'}"
kline,1703897056106,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098747, 'o': '42172.80', 'c': '42145.80', 'h': '42172.90', 'l': '42145.80', 'v': '26.357', 'n': 469, 'x': False, 'q': '1111129.18030', 'V': '4.902', 'Q': '206661.00560', 'B': '0'}"
kline,1703897056188,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190139, 'o': '2304.27', 'c': '2302.72', 'h': '2304.28', 'l': '2302.72', 'v': '1216.020', 'n': 582, 'x': False, 'q': '2801522.85172', 'V': '52.290', 'Q': '120423.77325', 'B': '0'}"
kline,1703897056595,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190143, 'o': '2304.27', 'c': '2302.72', 'h': '2304.28', 'l': '2302.72', 'v': '1216.230', 'n': 586, 'x': False, 'q': '2802006.42292', 'V': '52.290', 'Q': '120423.77325', 'B': '0'}"
kline,1703897056633,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098749, 'o': '42172.80', 'c': '42145.80', 'h': '42172.90', 'l': '42145.80', 'v': '26.370', 'n': 471, 'x': False, 'q': '1111677.07570', 'V': '4.902', 'Q': '206661.00560', 'B': '0'}"
kline,1703897056850,BNBUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BNBUSDT', 'i': '1m', 'f': 1124030194, 'L': 1124030273, 'o': '313.900', 'c': '313.770', 'h': '313.900', 'l': '313.770', 'v': '63.76', 'n': 80, 'x': False, 'q': '20008.36880', 'V': '7.57', 'Q': '2375.53000', 'B': '0'}"
kline,1703897056905,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098753, 'o': '42172.80', 'c': '42145.80', 'h': '42172.90', 'l': '42145.80', 'v': '26.482', 'n': 475, 'x': False, 'q': '1116397.40570', 'V': '4.906', 'Q': '206829.58920', 'B': '0'}"
kline,1703897057007,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190149, 'o': '2304.27', 'c': '2302.72', 'h': '2304.28', 'l': '2302.72', 'v': '1219.355', 'n': 592, 'x': False, 'q': '2809202.42292', 'V': '52.290', 'Q': '120423.77325', 'B': '0'}"
kline,1703897057113,BNBUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BNBUSDT', 'i': '1m', 'f': 1124030194, 'L': 1124030278, 'o': '313.900', 'c': '313.770', 'h': '313.900', 'l': '313.770', 'v': '65.66', 'n': 85, 'x': False, 'q': '20604.54450', 'V': '8.84', 'Q': '2774.03060', 'B': '0'}"
kline,1703897057170,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098760, 'o': '42172.80', 'c': '42145.90', 'h': '42172.90', 'l': '42145.80', 'v': '27.124', 'n': 482, 'x': False, 'q': '1143455.01000', 'V': '4.913', 'Q': '207124.61050', 'B': '0'}"
kline,1703897057348,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190152, 'o': '2304.27', 'c': '2302.72', 'h': '2304.28', 'l': '2302.72', 'v': '1219.590', 'n': 595, 'x': False, 'q': '2809743.56212', 'V': '52.290', 'Q': '120423.77325', 'B': '0'}"
kline,1703897057516,BNBUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BNBUSDT', 'i': '1m', 'f': 1124030194, 'L': 1124030281, 'o': '313.900', 'c': '313.770', 'h': '313.900', 'l': '313.770', 'v': '66.32', 'n': 88, 'x': False, 'q': '20811.63270', 'V': '8.84', 'Q': '2774.03060', 'B': '0'}"
kline,1703897057647,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190155, 'o': '2304.27', 'c': '2302.72', 'h': '2304.28', 'l': '2302.72', 'v': '1224.763', 'n': 598, 'x': False, 'q': '2821655.58268', 'V': '57.290', 'Q': '131937.42325', 'B': '0'}"
kline,1703897057887,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098763, 'o': '42172.80', 'c': '42145.80', 'h': '42172.90', 'l': '42145.80', 'v': '27.219', 'n': 485, 'x': False, 'q': '1147458.86140', 'V': '4.917', 'Q': '207293.19410', 'B': '0'}"
kline,1703897058047,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190158, 'o': '2304.27', 'c': '2302.72', 'h': '2304.28', 'l': '2302.72', 'v': '1225.354', 'n': 601, 'x': False, 'q': '2823016.49020', 'V': '57.290', 'Q': '131937.42325', 'B': '0'}"
kline,1703897058069,BNBUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BNBUSDT', 'i': '1m', 'f': 1124030194, 'L': 1124030282, 'o': '313.900', 'c': '313.770', 'h': '313.900', 'l': '313.770', 'v': '67.42', 'n': 89, 'x': False, 'q': '21156.77970', 'V': '8.84', 'Q': '2774.03060', 'B': '0'}"
kline,1703897058275,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098769, 'o': '42172.80', 'c': '42145.80', 'h': '42172.90', 'l': '42145.80', 'v': '27.793', 'n': 491, 'x': False, 'q': '1171650.55060', 'V': '4.917', 'Q': '207293.19410', 'B': '0'}"
kline,1703897058343,BNBUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BNBUSDT', 'i': '1m', 'f': 1124030194, 'L': 1124030308, 'o': '313.900', 'c': '313.670', 'h': '313.900', 'l': '313.670', 'v': '97.86', 'n': 115, 'x': False, 'q': '30706.87970', 'V': '8.84', 'Q': '2774.03060', 'B': '0'}"
kline,1703897058388,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190183, 'o': '2304.27', 'c': '2302.53', 'h': '2304.28', 'l': '2302.52', 'v': '1229.271', 'n': 626, 'x': False, 'q': '2832035.85571', 'V': '58.290', 'Q': '134239.95325', 'B': '0'}"
kline,1703897058638,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190497, 'o': '2304.27', 'c': '2302.02', 'h': '2304.28', 'l': '2301.77', 'v': '1654.445', 'n': 940, 'x': False, 'q': '3810764.18148', 'V': '109.581', 'Q': '252302.43366', 'B': '0'}"
kline,1703897058735,BNBUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BNBUSDT', 'i': '1m', 'f': 1124030194, 'L': 1124030314, 'o': '313.900', 'c': '313.640', 'h': '313.900', 'l': '313.640', 'v': '109.34', 'n': 121, 'x': False, 'q': '34307.62230', 'V': '8.84', 'Q': '2774.03060', 'B': '0'}"
kline,1703897058788,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098772, 'o': '42172.80', 'c': '42145.90', 'h': '42172.90', 'l': '42145.80', 'v': '27.899', 'n': 494, 'x': False, 'q': '1176118.00670', 'V': '4.930', 'Q': '207841.09080', 'B': '0'}"
kline,1703897059281,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190512, 'o': '2304.27', 'c': '2302.11', 'h': '2304.28', 'l': '2301.77', 'v': '1672.175', 'n': 955, 'x': False, 'q': '3851579.31004', 'V': '126.559', 'Q': '291386.38302', 'B': '0'}"
kline,1703897059349,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098776, 'o': '42172.80', 'c': '42145.80', 'h': '42172.90', 'l': '42145.80', 'v': '28.173', 'n': 498, 'x': False, 'q': '1187665.97010', 'V': '5.072', 'Q': '213825.80860', 'B': '0'}"
kline,1703897059639,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190589, 'o': '2304.27', 'c': '2302.34', 'h': '2304.28', 'l': '2301.77', 'v': '1772.227', 'n': 1032, 'x': False, 'q': '4081915.36037', 'V': '225.260', 'Q': '518611.97201', 'B': '0'}"
kline,1703897059688,BNBUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BNBUSDT', 'i': '1m', 'f': 1124030194, 'L': 1124030326, 'o': '313.900', 'c': '313.620', 'h': '313.900', 'l': '313.620', 'v': '124.14', 'n': 133, 'x': False, 'q': '38949.34610', 'V': '8.84', 'Q': '2774.03060', 'B': '0'}"
kline,1703897059909,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190590, 'o': '2304.27', 'c': '2302.34', 'h': '2304.28', 'l': '2301.77', 'v': '1772.259', 'n': 1033, 'x': False, 'q': '4081989.03525', 'V': '225.260', 'Q': '518611.97201', 'B': '0'}"
kline,1703897060039,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098777, 'o': '42172.80', 'c': '42145.90', 'h': '42172.90', 'l': '42145.80', 'v': '28.178', 'n': 499, 'x': False, 'q': '1187876.69960', 'V': '5.077', 'Q': '214036.53810', 'B': '0'}"
kline,1703897060310,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190591, 'o': '2304.27', 'c': '2302.34', 'h': '2304.28', 'l': '2301.77', 'v': '1772.273', 'n': 1034, 'x': False, 'q': '4082021.26801', 'V': '225.260', 'Q': '518611.97201', 'B': '0'}"
kline,1703897060430,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098778, 'o': '42172.80', 'c': '42145.90', 'h': '42172.90', 'l': '42145.80', 'v': '28.179', 'n': 500, 'x': False, 'q': '1187918.84550', 'V': '5.078', 'Q': '214078.68400', 'B': '0'}"
kline,1703897060754,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098782, 'o': '42172.80', 'c': '42145.80', 'h': '42172.90', 'l': '42145.80', 'v': '28.439', 'n': 504, 'x': False, 'q': '1198876.75350', 'V': '5.078', 'Q': '214078.68400', 'B': '0'}"
kline,1703897060829,BNBUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BNBUSDT', 'i': '1m', 'f': 1124030194, 'L': 1124030331, 'o': '313.900', 'c': '313.630', 'h': '313.900', 'l': '313.620', 'v': '127.27', 'n': 138, 'x': False, 'q': '39930.97830', 'V': '9.00', 'Q': '2824.21140', 'B': '0'}"
kline,1703897061029,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190593, 'o': '2304.27', 'c': '2302.35', 'h': '2304.28', 'l': '2301.77', 'v': '1772.328', 'n': 1036, 'x': False, 'q': '4082147.89691', 'V': '225.280', 'Q': '518658.01901', 'B': '0'}"
kline,1703897061552,BNBUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BNBUSDT', 'i': '1m', 'f': 1124030194, 'L': 1124030332, 'o': '313.900', 'c': '313.620', 'h': '313.900', 'l': '313.620', 'v': '127.30', 'n': 139, 'x': False, 'q': '39940.38690', 'V': '9.00', 'Q': '2824.21140', 'B': '0'}"
kline,1703897061585,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190620, 'o': '2304.27', 'c': '2302.47', 'h': '2304.28', 'l': '2301.77', 'v': '1814.648', 'n': 1063, 'x': False, 'q': '4179586.51694', 'V': '262.600', 'Q': '604584.28904', 'B': '0'}"
kline,1703897061933,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190624, 'o': '2304.27', 'c': '2302.47', 'h': '2304.28', 'l': '2301.77', 'v': '1815.212', 'n': 1067, 'x': False, 'q': '4180885.11002', 'V': '262.600', 'Q': '604584.28904', 'B': '0'}"
kline,1703897062187,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190625, 'o': '2304.27', 'c': '2302.47', 'h': '2304.28', 'l': '2301.77', 'v': '1815.242', 'n': 1068, 'x': False, 'q': '4180954.18412', 'V': '262.600', 'Q': '604584.28904', 'B': '0'}"
kline,1703897062301,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098796, 'o': '42172.80', 'c': '42145.90', 'h': '42172.90', 'l': '42145.80', 'v': '28.962', 'n': 518, 'x': False, 'q': '1220919.01040', 'V': '5.113', 'Q': '215553.79050', 'B': '0'}"
kline,1703897062793,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098803, 'o': '42172.80', 'c': '42145.80', 'h': '42172.90', 'l': '42145.80', 'v': '31.591', 'n': 525, 'x': False, 'q': '1331720.31860', 'V': '5.113', 'Q': '215553.79050', 'B': '0'}"
